county,cases,deaths
St. Louis,1,0
Cass,1,0
Douglas,23,0
Carson City,1,0
Clark,8,0
Washoe,2,0
Grafton,3,0
Rockingham,3,0
Bergen,13,1
Burlington,2,0
Camden,1,0
Essex,1,0
Hudson,1,0
Middlesex,2,0
Monmouth,5,0
Morris,1,0
Passaic,1,0
Union,1,0
Unknown,1,0
Bernalillo,2,0
Santa Fe,2,0
Socorro,2,0
Albany,2,0
Delaware,1,0
Dutchess,1,0
Herkimer,1,0
Monroe,1,0
Nassau,41,0
New York City,96,0
Orange,1,0
Rockland,7,0
Saratoga,3,0
Suffolk,21,0
Ulster,4,0
Westchester,147,0
Cabarrus,1,0
Chatham,1,0
Forsyth,2,0
Johnston,1,0
Mecklenburg,2,0
Onslow,1,0
Wake,8,0
Ward,1,0
Cuyahoga,3,0
Stark,1,0
Trumbull,1,0
Tulsa,2,0
Clackamas,1,0
Deschutes,1,0
Douglas,1,0
Jackson,2,0
Klamath,1,0
Linn,8,0
Marion,2,0
Multnomah,1,0
Polk,1,0
Umatilla,2,0
Washington,10,0
Bucks,2,0
Delaware,1,0
Monroe,2,0
Montgomery,13,0
Northampton,1,0
Philadelphia,1,0
Pike,1,0
Wayne,1,0
Unknown,5,0
Charleston,1,0
Kershaw,8,0
Lancaster,2,0
Spartanburg,1,0
Beadle,1,0
Bon Homme,1,0
Charles Mix,1,0
Davison,2,1
Minnehaha,3,0
Davidson,6,0
Knox,1,0
Shelby,2,0
Sullivan,1,0
Williamson,8,0
Bexar,11,0
Collin,4,0
Dallas,8,0
Fort Bend,6,0
Gregg,1,0
Harris,9,0
Montgomery,1,0
Tarrant,1,0
Davis,1,0
Salt Lake,4,0
Washington,1,0
Weber,1,0
Bennington,1,0
Chittenden,1,0
Alexandria city,1,0
Arlington,2,0
Fairfax,4,0
Hanover,1,0
James City,3,0
Loudoun,2,0
Prince Edward,1,0
Prince William,1,0
Virginia Beach city,2,0
Chelan,1,1
Clark,1,0
Columbia,1,0
Grays Harbor,1,0
Island,3,0
Jefferson,1,0
King,271,28
Kitsap,2,0
Kittitas,3,0
Pierce,17,0
Skagit,2,0
Snohomish,107,3
Spokane,4,0
Thurston,1,0
Walla Walla,1,0
Whatcom,1,0
Yakima,2,0
Dane,4,0
Fond du Lac,2,0
Pierce,1,0
Waukesha,1,0
Sheridan,1,0
Elmore,1,0
Jefferson,2,0
Limestone,1,0
Montgomery,1,0
Tuscaloosa,1,0
Anchorage,1,0
Maricopa,3,0
Pima,1,0
Pinal,5,0
Jefferson,1,0
Pulaski,6,0
Alameda,29,0
Contra Costa,25,0
Fresno,1,0
Humboldt,1,0
Los Angeles,40,1
Madera,1,0
Marin,4,0
Napa,1,0
Orange,13,0
Placer,7,1
Riverside,10,0
Sacramento,16,1
San Benito,1,0
San Diego,9,0
San Francisco,26,0
San Joaquin,8,0
San Mateo,20,0
Santa Clara,79,2
Santa Cruz,2,0
Shasta,1,0
Solano,12,0
Sonoma,3,0
Stanislaus,2,0
Tulare,2,0
Ventura,5,0
Yolo,2,0
Adams,3,0
Arapahoe,7,0
Clear Creek,1,0
Denver,17,0
Douglas,4,0
Eagle,16,0
El Paso,2,2
Gunnison,5,0
Jefferson,7,0
Larimer,1,0
Pitkin,10,0
Pueblo,1,0
Routt,1,0
Summit,2,0
Weld,1,0
Fairfield,8,0
Litchfield,3,0
New Castle,4,0
District of Columbia,10,0
Alachua,3,0
Broward,21,0
Charlotte,1,0
Clay,1,0
Collier,3,0
Duval,1,0
Hillsborough,3,0
Lee,4,1
Manatee,4,0
Miami-Dade,8,0
Nassau,1,0
Okaloosa,1,0
Orange,1,0
Osceola,1,0
Palm Beach,5,0
Pasco,1,0
Pinellas,2,0
Santa Rosa,1,1
Sarasota,2,0
Seminole,1,0
St. Johns,1,0
Volusia,4,0
Bartow,7,0
Charlton,1,0
Cherokee,4,0
Cobb,8,1
DeKalb,4,0
Fayette,1,0
Floyd,2,0
Fulton,6,0
Gordon,2,0
Gwinnett,2,0
Henry,1,0
Lee,1,0
Lowndes,1,0
Polk,1,0
Honolulu,2,0
Ada,1,0
Cook,40,0
Kane,2,0
Lake,2,0
McHenry,2,0
Adams,1,0
Boone,1,0
Hendricks,2,0
Howard,1,0
Johnson,3,0
Marion,2,0
Noble,1,0
St. Joseph,1,0
Carroll,1,0
Harrison,1,0
Johnson,14,0
Pottawattamie,1,0
Butler,1,0
Johnson,4,0
Wyandotte,1,1
Fayette,4,0
Harrison,4,0
Jefferson,2,0
Montgomery,1,0
Caddo,1,0
Jefferson,3,0
Orleans,28,0
St. Charles,1,0
St. Tammany,2,0
Terrebonne,1,0
Androscoggin,1,0
Cumberland,1,0
Anne Arundel,1,0
Baltimore,2,0
Charles,1,0
Harford,1,0
Montgomery,6,0
Prince George's,7,0
Berkshire,9,0
Essex,2,0
Middlesex,60,0
Norfolk,24,0
Suffolk,26,0
Worcester,2,0
Bay,1,0
Charlevoix,1,0
Ingham,1,0
Kent,3,0
Leelanau,1,0
Macomb,1,0
Montcalm,1,0
Oakland,6,0
St. Clair,1,0
Washtenaw,3,0
Wayne,6,0
Anoka,1,0
Carver,1,0
Dakota,2,0
Hennepin,3,0
Olmsted,1,0
Ramsey,3,0
Stearns,2,0
Wright,1,0
Copiah,1,0
Forrest,3,0
Leflore,1,0
Pearl River,1,0
Greene,1,0
Henry,1,0
St. Louis,2,0
Gallatin,1,0
Lewis and Clark,1,0
Silver Bow,1,0
Yellowstone,1,0
Cass,1,0
Douglas,26,0
Carson City,1,0
Clark,16,0
Washoe,2,0
Grafton,3,0
Rockingham,4,0
Bergen,17,1
Burlington,3,0
Camden,2,0
Essex,6,0
Hudson,3,0
Middlesex,4,0
Monmouth,7,0
Morris,3,0
Ocean,1,0
Passaic,2,0
Union,1,0
Unknown,1,0
Bernalillo,5,0
Santa Fe,3,0
Socorro,2,0
Albany,2,0
Delaware,1,0
Dutchess,3,0
Herkimer,1,0
Monroe,1,0
Nassau,51,0
New York City,155,0
Orange,3,0
Rockland,9,0
Saratoga,3,0
Schenectady,1,0
Suffolk,29,0
Ulster,5,0
Westchester,157,0
Cabarrus,1,0
Chatham,1,0
Forsyth,2,0
Johnston,1,0
Mecklenburg,2,0
Onslow,1,0
Wake,9,0
Wayne,1,0
Ward,1,0
Cuyahoga,11,0
Stark,1,0
Trumbull,1,0
Oklahoma,1,0
Tulsa,2,0
Clackamas,1,0
Deschutes,1,0
Douglas,1,0
Jackson,2,0
Klamath,1,0
Linn,8,0
Marion,2,0
Multnomah,1,0
Polk,1,0
Umatilla,2,0
Washington,10,0
Bucks,3,0
Chester,1,0
Cumberland,3,0
Delaware,6,0
Monroe,3,0
Montgomery,18,0
Northampton,1,0
Philadelphia,3,0
Pike,1,0
Washington,1,0
Wayne,1,0
Unknown,3,0
Unknown,20,0
Charleston,1,0
Kershaw,9,0
Lancaster,2,0
Spartanburg,1,0
Beadle,1,0
Bon Homme,1,0
Charles Mix,1,0
Davison,2,1
McCook,1,0
Minnehaha,3,0
Davidson,10,0
Hamilton,1,0
Jefferson,1,0
Knox,1,0
Rutherford,1,0
Shelby,2,0
Sullivan,1,0
Williamson,9,0
Bell,1,0
Bexar,11,0
Collin,5,0
Dallas,9,0
El Paso,1,0
Fort Bend,9,0
Galveston,1,0
Gregg,1,0
Harris,10,0
Montgomery,1,0
Smith,3,0
Tarrant,2,0
Travis,4,0
Davis,1,0
Salt Lake,4,0
Washington,1,0
Weber,1,0
Bennington,1,0
Chittenden,1,0
Alexandria city,1,0
Arlington,5,0
Fairfax,6,0
Hanover,1,0
Harrisonburg city,1,0
James City,8,0
Loudoun,3,0
Prince Edward,1,0
Prince William,2,0
Virginia Beach city,2,0
Chelan,1,1
Clark,3,0
Columbia,1,0
Grant,1,0
Grays Harbor,1,0
Island,3,0
Jefferson,1,0
King,329,33
Kitsap,3,0
Kittitas,3,0
Pierce,19,0
Skagit,3,0
Snohomish,132,3
Spokane,4,0
Thurston,3,0
Walla Walla,1,0
Whatcom,1,0
Yakima,2,0
Dane,5,0
Fond du Lac,6,0
Milwaukee,2,0
Pierce,1,0
Racine,1,0
Sheboygan,3,0
Waukesha,1,0
Fremont,1,0
Sheridan,1,0
Baldwin,1,0
Elmore,1,0
Jefferson,6,0
Limestone,1,0
Montgomery,1,0
Tuscaloosa,2,0
Anchorage,1,0
Graham,1,0
Maricopa,4,0
Pima,2,0
Pinal,5,0
Jefferson,2,0
Pulaski,7,0
Alameda,29,0
Contra Costa,25,0
Fresno,2,0
Humboldt,1,0
Los Angeles,53,1
Madera,1,0
Marin,4,0
Napa,1,0
Orange,14,0
Placer,8,1
Riverside,10,0
Sacramento,28,1
San Benito,1,0
San Diego,10,0
San Francisco,31,0
San Joaquin,8,0
San Luis Obispo,1,0
San Mateo,32,0
Santa Clara,91,2
Santa Cruz,2,0
Shasta,1,0
Solano,12,0
Sonoma,4,0
Stanislaus,2,0
Tulare,3,0
Ventura,5,0
Yolo,2,0
Adams,6,0
Arapahoe,10,0
Boulder,1,0
Clear Creek,1,0
Denver,23,0
Douglas,4,0
Eagle,20,0
El Paso,3,2
Gunnison,7,0
Jefferson,9,0
Larimer,1,0
Mesa,1,0
Pitkin,11,0
Pueblo,1,0
Routt,1,0
Summit,2,0
Weld,2,0
Fairfield,15,0
Hartford,1,0
Litchfield,3,0
New Haven,1,0
New Castle,4,0
District of Columbia,16,0
Alachua,3,0
Broward,21,0
Charlotte,1,0
Clay,1,0
Collier,3,0
Duval,1,0
Hillsborough,3,0
Lee,4,2
Manatee,4,0
Miami-Dade,8,0
Nassau,1,0
Okaloosa,1,0
Orange,1,0
Osceola,1,0
Palm Beach,5,0
Pasco,1,0
Pinellas,2,0
Santa Rosa,1,1
Sarasota,2,0
Seminole,1,0
St. Johns,1,0
Volusia,4,0
Bartow,7,0
Charlton,1,0
Cherokee,4,0
Cobb,15,1
Coweta,2,0
DeKalb,8,0
Fayette,4,0
Floyd,3,0
Fulton,13,0
Gordon,2,0
Gwinnett,2,0
Henry,1,0
Lee,1,0
Lowndes,1,0
Polk,1,0
Honolulu,2,0
Kauai,2,0
Ada,2,0
Blaine,2,0
Teton,1,0
Cook,51,0
Cumberland,1,0
DuPage,1,0
Kane,3,0
Lake,3,0
McHenry,2,0
Sangamon,2,0
St. Clair,2,0
Woodford,1,0
Adams,1,0
Boone,1,0
Hendricks,2,0
Howard,1,0
Johnson,3,0
LaPorte,1,0
Marion,3,0
Noble,1,0
St. Joseph,1,0
Wells,1,0
Carroll,1,0
Dallas,1,0
Harrison,1,0
Johnson,14,0
Pottawattamie,1,0
Butler,1,0
Franklin,1,0
Johnson,5,0
Wyandotte,1,1
Bourbon,1,0
Fayette,5,0
Harrison,6,0
Jefferson,4,0
Montgomery,1,0
Nelson,1,0
Bossier,1,0
Caddo,2,0
Jefferson,11,0
Lafourche,1,0
Orleans,53,1
St. Charles,2,0
St. John the Baptist,1,0
St. Tammany,4,0
Terrebonne,2,0
Androscoggin,1,0
Cumberland,2,0
Anne Arundel,1,0
Baltimore,3,0
Carroll,1,0
Charles,1,0
Harford,2,0
Montgomery,12,0
Prince George's,7,0
Barnstable,1,0
Berkshire,9,0
Bristol,1,0
Essex,5,0
Middlesex,65,0
Norfolk,28,0
Suffolk,27,0
Worcester,2,0
Bay,1,0
Charlevoix,1,0
Ingham,1,0
Kent,3,0
Leelanau,1,0
Macomb,2,0
Monroe,1,0
Montcalm,1,0
Oakland,9,0
St. Clair,1,0
Washtenaw,4,0
Wayne,8,0
Anoka,2,0
Carver,1,0
Dakota,2,0
Hennepin,6,0
Olmsted,1,0
Ramsey,4,0
Renville,1,0
Stearns,3,0
Wright,1,0
Copiah,1,0
Forrest,3,0
Leflore,1,0
Pearl River,1,0
Greene,2,0
Henry,1,0
St. Louis,2,0
Gallatin,1,0
Lewis and Clark,1,0
Missoula,2,0
Silver Bow,1,0
Yellowstone,1,0
Cass,1,0
Douglas,28,0
Carson City,1,0
Clark,16,0
Washoe,4,0
Grafton,3,0
Rockingham,4,0
Bergen,31,1
Burlington,3,0
Camden,2,0
Essex,7,0
Hudson,5,0
Mercer,1,0
Middlesex,8,0
Monmouth,8,1
Morris,5,0
Ocean,1,0
Passaic,2,0
Union,1,0
Unknown,1,0
Bernalillo,6,0
Sandoval,2,0
Santa Fe,3,0
Socorro,2,0
Albany,5,0
Broome,1,0
Delaware,1,0
Dutchess,4,0
Herkimer,1,0
Monroe,2,0
Nassau,79,0
New York City,269,1
Orange,6,0
Rockland,12,1
Saratoga,3,0
Schenectady,1,0
Suffolk,41,0
Tioga,1,0
Tompkins,1,0
Ulster,5,0
Westchester,178,0
Brunswick,1,0
Cabarrus,1,0
Chatham,1,0
Craven,1,0
Forsyth,2,0
Harnett,2,0
Johnston,2,0
Mecklenburg,2,0
Onslow,1,0
Wake,11,0
Wayne,1,0
Ward,1,0
Belmont,2,0
Butler,4,0
Cuyahoga,11,0
Franklin,1,0
Lorain,1,0
Stark,2,0
Summit,2,0
Trumbull,2,0
Tuscarawas,1,0
Jackson,1,0
Oklahoma,1,0
Tulsa,2,0
Clackamas,1,0
Deschutes,3,0
Douglas,1,0
Jackson,2,0
Klamath,1,0
Linn,9,0
Marion,2,0
Multnomah,1,1
Polk,1,0
Umatilla,2,0
Washington,13,0
Allegheny,1,0
Bucks,4,0
Chester,2,0
Cumberland,3,0
Delaware,6,0
Monroe,3,0
Montgomery,20,0
Northampton,1,0
Philadelphia,4,0
Pike,1,0
Washington,1,0
Wayne,1,0
Unknown,4,0
Unknown,20,0
Beaufort,3,0
Charleston,1,0
Kershaw,11,0
Lancaster,2,0
Lexington,1,0
Spartanburg,1,0
Beadle,1,0
Bon Homme,1,0
Charles Mix,1,0
Davison,2,1
McCook,1,0
Minnehaha,3,0
Campbell,1,0
Davidson,14,0
Hamilton,1,0
Jefferson,1,0
Knox,1,0
Rutherford,1,0
Shelby,2,0
Sullivan,1,0
Williamson,10,0
Bell,1,0
Bexar,12,0
Brazoria,2,0
Collin,7,0
Dallas,11,0
El Paso,1,0
Fort Bend,9,0
Galveston,1,0
Gregg,1,0
Harris,11,0
Hays,1,0
Montgomery,1,0
Smith,3,0
Tarrant,4,0
Travis,4,0
Davis,2,0
Salt Lake,15,0
Summit,2,0
Washington,1,0
Weber,1,0
Bennington,1,0
Chittenden,1,0
Washington,1,0
Windsor,2,0
Unknown,1,0
Alexandria city,1,0
Arlington,7,0
Chesterfield,1,0
Fairfax,10,0
Hanover,1,0
Harrisonburg city,1,0
James City,9,1
Loudoun,5,0
Prince Edward,1,0
Prince William,2,0
Spotsylvania,1,0
Virginia Beach city,3,0
Chelan,1,1
Clark,3,0
Columbia,1,0
Grant,1,0
Grays Harbor,1,0
Island,6,0
Jefferson,1,0
King,389,36
Kitsap,3,0
Kittitas,3,0
Klickitat,1,0
Pierce,26,0
Skagit,3,0
Snohomish,154,3
Spokane,7,0
Thurston,3,0
Walla Walla,1,0
Whatcom,2,0
Yakima,3,0
Dane,6,0
Fond du Lac,6,0
Milwaukee,6,0
Pierce,1,0
Racine,1,0
Sheboygan,3,0
Waukesha,3,0
Winnebago,1,0
Fremont,1,0
Sheridan,2,0
Baldwin,1,0
Elmore,1,0
Jefferson,13,0
Lee,1,0
Limestone,1,0
Montgomery,1,0
Shelby,2,0
Tuscaloosa,3,0
Anchorage,1,0
Graham,1,0
Maricopa,4,0
Pima,3,0
Pinal,5,0
Garland,2,0
Jefferson,5,0
Pulaski,8,0
Saline,1,0
Alameda,37,0
Contra Costa,25,0
Fresno,2,0
Humboldt,1,0
Los Angeles,69,1
Madera,1,0
Marin,4,0
Napa,1,0
Orange,17,0
Placer,8,1
Riverside,12,0
Sacramento,32,1
San Benito,1,0
San Bernardino,1,0
San Diego,40,0
San Francisco,37,0
San Joaquin,8,0
San Luis Obispo,2,0
San Mateo,32,1
Santa Barbara,1,0
Santa Clara,114,2
Santa Cruz,2,0
Shasta,1,0
Solano,13,0
Sonoma,5,0
Stanislaus,2,0
Tulare,3,0
Ventura,5,0
Yolo,2,0
Adams,6,0
Arapahoe,15,0
Boulder,7,0
Clear Creek,1,0
Denver,28,0
Douglas,8,0
Eagle,24,0
El Paso,4,2
Garfield,1,0
Gunnison,9,0
Jefferson,12,0
Larimer,1,0
Mesa,1,0
Pitkin,11,0
Pueblo,1,0
Routt,1,0
Summit,2,0
Weld,4,0
Fairfield,16,0
Hartford,3,0
Litchfield,4,0
New Haven,3,0
New Castle,7,0
District of Columbia,17,0
Alachua,4,0
Baker,1,0
Broward,37,0
Charlotte,1,0
Citrus,1,0
Clay,3,0
Collier,5,0
Duval,4,0
Hillsborough,6,0
Lee,5,2
Manatee,4,0
Miami-Dade,13,0
Nassau,1,0
Okaloosa,1,0
Orange,2,0
Osceola,1,0
Palm Beach,5,0
Pasco,2,0
Pinellas,2,0
Santa Rosa,1,1
Sarasota,2,0
Seminole,1,0
St. Johns,2,0
Volusia,5,0
Bartow,9,0
Charlton,1,0
Cherokee,4,0
Clarke,2,0
Clayton,2,0
Cobb,19,1
Coweta,2,0
DeKalb,10,0
Dougherty,6,0
Fayette,5,0
Floyd,4,0
Fulton,20,0
Gordon,2,0
Gwinnett,4,0
Henry,1,0
Lee,2,0
Lowndes,2,0
Newton,1,0
Polk,1,0
Unknown,3,0
Honolulu,4,0
Kauai,2,0
Maui,1,0
Ada,2,0
Blaine,2,0
Teton,1,0
Clinton,1,0
Cook,76,0
Cumberland,1,0
DuPage,1,0
Kane,3,0
Lake,3,0
McHenry,2,0
Sangamon,2,0
St. Clair,2,0
Whiteside,1,0
Winnebago,1,0
Woodford,1,0
Adams,1,0
Boone,1,0
Hamilton,1,0
Hendricks,2,0
Howard,1,0
Johnson,3,0
LaPorte,1,0
Marion,6,0
Noble,1,0
St. Joseph,1,0
Wells,1,0
Allamakee,2,0
Carroll,1,0
Dallas,1,0
Harrison,1,0
Johnson,15,0
Polk,1,0
Pottawattamie,1,0
Butler,1,0
Franklin,1,0
Johnson,6,0
Wyandotte,1,1
Bourbon,1,0
Clark,1,0
Fayette,5,0
Harrison,6,0
Jefferson,6,0
Montgomery,1,0
Nelson,1,0
Bossier,1,0
Caddo,2,0
Jefferson,14,0
Lafourche,1,0
Orleans,75,2
St. Bernard,1,0
St. Charles,2,0
St. John the Baptist,1,0
St. Tammany,4,0
Terrebonne,2,0
Androscoggin,1,0
Cumberland,10,0
Lincoln,1,0
Anne Arundel,2,0
Baltimore,3,0
Baltimore city,1,0
Carroll,1,0
Charles,1,0
Harford,2,0
Howard,1,0
Montgomery,12,0
Prince George's,9,0
Barnstable,1,0
Berkshire,9,0
Bristol,1,0
Essex,6,0
Hampden,1,0
Middlesex,75,0
Norfolk,31,0
Plymouth,3,0
Suffolk,31,0
Worcester,6,0
Bay,1,0
Charlevoix,1,0
Ingham,1,0
Kent,5,0
Leelanau,1,0
Macomb,5,0
Monroe,1,0
Montcalm,1,0
Oakland,14,0
Ottawa,1,0
St. Clair,2,0
Washtenaw,7,0
Wayne,13,0
Anoka,2,0
Carver,1,0
Dakota,3,0
Hennepin,12,0
Olmsted,2,0
Ramsey,8,0
Renville,1,0
Stearns,3,0
Waseca,1,0
Washington,1,0
Wright,1,0
Copiah,2,0
Forrest,3,0
Hinds,2,0
Leflore,1,0
Pearl River,2,0
Greene,2,0
Henry,1,0
St. Louis,2,0
Gallatin,1,0
Lewis and Clark,1,0
Missoula,2,0
Silver Bow,1,0
Yellowstone,1,0
Cass,1,0
Douglas,30,0
Carson City,1,0
Clark,16,0
Washoe,9,0
Grafton,3,0
Hillsborough,1,0
Rockingham,9,0
Bergen,32,1
Burlington,4,0
Camden,2,0
Essex,11,0
Hudson,10,0
Mercer,1,0
Middlesex,9,0
Monmouth,11,1
Morris,6,0
Ocean,2,0
Passaic,5,0
Union,4,0
Unknown,1,0
Bernalillo,10,0
Sandoval,2,0
Santa Fe,3,0
Socorro,2,0
Albany,11,0
Broome,1,0
Delaware,1,0
Dutchess,7,0
Erie,3,0
Greene,2,0
Herkimer,1,0
Monroe,2,0
Montgomery,1,0
Nassau,98,0
New York City,330,5
Orange,6,0
Putnam,2,0
Rockland,13,1
Saratoga,3,0
Schenectady,2,0
Suffolk,47,0
Tioga,1,0
Tompkins,1,0
Ulster,5,0
Westchester,195,0
Brunswick,1,0
Cabarrus,1,0
Chatham,1,0
Craven,1,0
Forsyth,2,0
Harnett,2,0
Johnston,2,0
Mecklenburg,4,0
Onslow,1,0
Wake,14,0
Watauga,1,0
Wayne,1,0
Wilson,1,0
Ward,1,0
Belmont,2,0
Butler,6,0
Cuyahoga,14,0
Franklin,3,0
Lorain,2,0
Lucas,1,0
Medina,1,0
Stark,3,0
Summit,2,0
Trumbull,2,0
Tuscarawas,1,0
Cleveland,1,0
Jackson,1,0
Kay,1,0
Oklahoma,1,0
Payne,1,0
Tulsa,3,0
Clackamas,1,0
Deschutes,4,0
Douglas,1,0
Jackson,2,0
Klamath,1,0
Linn,10,0
Marion,2,0
Multnomah,1,1
Polk,1,0
Umatilla,2,0
Washington,13,0
Yamhill,1,0
Allegheny,3,0
Bucks,4,0
Chester,4,0
Cumberland,5,0
Delaware,7,0
Lehigh,1,0
Luzerne,1,0
Monroe,7,0
Montgomery,24,0
Northampton,1,0
Philadelphia,8,0
Pike,1,0
Washington,1,0
Wayne,1,0
Unknown,5,0
Unknown,20,0
Anderson,2,0
Beaufort,3,0
Charleston,1,0
Greenville,1,0
Horry,3,0
Kershaw,14,0
Lancaster,2,0
Lexington,1,0
Spartanburg,1,0
Beadle,1,0
Bon Homme,1,0
Charles Mix,1,0
Davison,2,1
McCook,1,0
Minnehaha,3,0
Campbell,1,0
Davidson,17,0
Hamilton,1,0
Jefferson,1,0
Knox,1,0
Rutherford,1,0
Shelby,2,0
Sullivan,1,0
Williamson,14,0
Bell,1,0
Bexar,12,0
Brazoria,2,0
Collin,8,0
Dallas,14,0
Denton,1,0
El Paso,2,0
Fort Bend,9,0
Galveston,1,0
Gregg,1,0
Harris,13,0
Hays,1,0
Montgomery,1,0
Smith,4,0
Tarrant,4,0
Travis,6,0
Davis,3,0
Salt Lake,15,0
Summit,8,0
Utah,1,0
Washington,1,0
Weber,1,0
Bennington,2,0
Chittenden,2,0
Washington,1,0
Windsor,3,0
Unknown,1,0
Alexandria city,1,0
Arlington,8,0
Chesterfield,1,0
Fairfax,10,0
Hanover,1,0
Harrisonburg city,1,0
James City,9,1
Loudoun,5,0
Prince Edward,1,0
Prince William,3,0
Spotsylvania,1,0
Virginia Beach city,4,0
Chelan,1,1
Clark,3,0
Columbia,1,0
Grant,1,0
Grays Harbor,1,0
Island,6,0
Jefferson,3,0
King,421,38
Kitsap,5,0
Kittitas,3,0
Klickitat,1,0
Lewis,1,0
Lincoln,1,0
Pierce,29,0
Skagit,4,0
Snohomish,175,3
Spokane,7,0
Thurston,4,0
Walla Walla,1,0
Whatcom,3,0
Yakima,4,0
Dane,6,0
Fond du Lac,11,0
Milwaukee,7,0
Pierce,1,0
Racine,1,0
Sheboygan,3,0
Waukesha,3,0
Winnebago,1,0
Fremont,1,0
Sheridan,2,0
Baldwin,1,0
Elmore,1,0
Jefferson,17,0
Lee,1,0
Limestone,1,0
Montgomery,2,0
Shelby,3,0
Tuscaloosa,3,0
Anchorage,1,0
Fairbanks North Star Borough,2,0
Graham,1,0
Maricopa,8,0
Pima,4,0
Pinal,5,0
Cleburne,1,0
Cleveland,1,0
Desha,1,0
Garland,2,0
Jefferson,5,0
Lincoln,1,0
Pulaski,10,0
Saline,1,0
Alameda,40,0
Contra Costa,34,0
Fresno,2,0
Humboldt,1,0
Los Angeles,94,1
Madera,1,0
Marin,4,0
Napa,1,0
Nevada,1,0
Orange,22,0
Placer,8,1
Riverside,14,2
Sacramento,32,2
San Benito,1,0
San Bernardino,2,0
San Diego,56,0
San Francisco,43,0
San Joaquin,9,0
San Luis Obispo,3,0
San Mateo,42,1
Santa Barbara,1,0
Santa Clara,138,4
Santa Cruz,2,0
Shasta,1,0
Solano,15,0
Sonoma,8,0
Stanislaus,3,0
Tulare,3,0
Ventura,5,0
Yolo,2,0
Adams,8,0
Arapahoe,15,0
Boulder,7,0
Clear Creek,1,0
Denver,28,0
Douglas,8,0
Eagle,34,0
El Paso,6,2
Garfield,2,0
Gunnison,11,0
Jefferson,17,0
Larimer,2,0
Mesa,1,0
Pitkin,11,0
Pueblo,1,0
Routt,2,0
Summit,3,0
Weld,4,0
Fairfield,29,0
Hartford,4,0
Litchfield,4,0
New Haven,4,0
New Castle,8,0
District of Columbia,22,0
Alachua,4,0
Baker,1,0
Broward,39,0
Charlotte,1,0
Citrus,1,0
Clay,3,0
Collier,6,0
Duval,5,0
Escambia,1,0
Hillsborough,6,0
Lake,1,0
Lee,5,2
Manatee,5,0
Miami-Dade,23,0
Nassau,1,0
Okaloosa,1,0
Orange,4,1
Osceola,4,0
Palm Beach,7,0
Pasco,2,0
Pinellas,4,0
Santa Rosa,1,1
Sarasota,3,0
Seminole,4,0
St. Johns,2,0
Volusia,7,0
Bartow,9,0
Charlton,1,0
Cherokee,4,0
Clarke,3,0
Clayton,5,0
Cobb,22,1
Coweta,2,0
DeKalb,10,0
Dougherty,6,0
Fayette,5,0
Floyd,4,0
Forsyth,1,0
Fulton,27,0
Gordon,2,0
Gwinnett,5,0
Hall,1,0
Henry,2,0
Lee,2,0
Lowndes,3,0
Newton,1,0
Paulding,1,0
Polk,1,0
Troup,1,0
Unknown,3,0
Honolulu,6,0
Kauai,2,0
Maui,2,0
Ada,2,0
Blaine,2,0
Teton,1,0
Clinton,1,0
Cook,76,0
Cumberland,1,0
DuPage,5,0
Kane,3,0
Lake,6,0
McHenry,2,0
Peoria,1,0
Sangamon,3,0
St. Clair,2,0
Whiteside,1,0
Will,1,0
Winnebago,1,0
Woodford,1,0
Adams,1,0
Bartholomew,1,0
Boone,1,0
Floyd,1,0
Hamilton,1,0
Hendricks,3,0
Howard,2,0
Johnson,3,0
LaPorte,1,0
Marion,7,1
Noble,1,0
St. Joseph,1,0
Wells,1,0
Allamakee,2,0
Carroll,1,0
Dallas,1,0
Harrison,1,0
Johnson,15,0
Polk,1,0
Pottawattamie,1,0
Butler,1,0
Franklin,1,0
Johnson,8,0
Wyandotte,1,1
Bourbon,1,1
Clark,1,0
Fayette,5,0
Harrison,6,0
Jefferson,7,0
Montgomery,1,0
Nelson,1,0
Ascension,1,0
Bossier,1,0
Caddo,3,0
Jefferson,21,0
Lafourche,2,0
Orleans,95,3
St. Bernard,2,0
St. Charles,3,0
St. John the Baptist,1,0
St. Tammany,6,0
Terrebonne,2,0
Androscoggin,1,0
Cumberland,13,0
Lincoln,2,0
Unknown,1,0
Anne Arundel,2,0
Baltimore,4,0
Baltimore city,1,0
Carroll,1,0
Charles,1,0
Frederick,1,0
Harford,2,0
Howard,1,0
Montgomery,15,0
Prince George's,10,0
Talbot,1,0
Barnstable,1,0
Berkshire,11,0
Bristol,2,0
Essex,7,0
Hampden,1,0
Middlesex,83,0
Norfolk,36,0
Plymouth,5,0
Suffolk,42,0
Unknown,1,0
Worcester,8,0
Bay,1,0
Charlevoix,1,0
Ingham,1,0
Kent,5,0
Leelanau,1,0
Macomb,6,0
Monroe,1,0
Montcalm,1,0
Oakland,14,0
Ottawa,1,0
St. Clair,2,0
Washtenaw,7,0
Wayne,13,0
Anoka,3,0
Benton,1,0
Blue Earth,1,0
Carver,1,0
Dakota,4,0
Hennepin,26,0
Olmsted,3,0
Ramsey,8,0
Renville,1,0
Stearns,3,0
Waseca,1,0
Washington,1,0
Wright,1,0
Copiah,2,0
Forrest,3,0
Hancock,1,0
Hinds,2,0
Leflore,1,0
Monroe,1,0
Pearl River,2,0
Cass,1,0
Greene,3,0
Henry,1,0
